timestamp,temperature_C
2025-08-01 00:10:10,24.2
2025-08-01 00:10:20,23.93
2025-08-01 00:10:30,23.81
2025-08-01 00:10:40,23.09
2025-08-01 00:10:50,23.46
2025-08-01 00:11:00,24.32
2025-08-01 00:11:10,25.03
2025-08-01 00:11:20,24.08
2025-08-01 00:11:30,24.07
2025-08-01 00:11:40,23.9
2025-08-01 00:11:50,24.4
2025-08-01 00:12:00,24.23
2025-08-01 00:12:10,22.91
2025-08-01 00:12:20,24.05
2025-08-01 00:12:30,24.54
2025-08-01 00:12:40,24.5
2025-08-01 00:12:50,24.14
2025-08-01 00:13:00,24.42
2025-08-01 00:13:10,23.1
2025-08-01 00:13:20,24.48
2025-08-01 00:13:30,24.34
2025-08-01 00:13:40,25.35
2025-08-01 00:13:50,24.3
2025-08-01 00:14:00,23.94
2025-08-01 00:14:10,24.5
2025-08-01 00:14:20,24.23
2025-08-01 00:14:30,23.82
2025-08-01 00:14:40,23.87
2025-08-01 00:14:50,23.37
2025-08-01 00:15:00,23.78
2025-08-01 00:15:10,24.85
2025-08-01 00:15:20,24.63
2025-08-01 00:15:30,24.7
2025-08-01 00:15:40,24.49
2025-08-01 00:15:50,25.02
2025-08-01 00:16:00,24.27
2025-08-01 00:16:10,24.17
2025-08-01 00:16:20,23.95
2025-08-01 00:16:30,24.45
2025-08-01 00:16:40,24.36
2025-08-01 00:16:50,25.02
2025-08-01 00:17:00,23.5
2025-08-01 00:17:10,24.55
2025-08-01 00:17:20,24.42
2025-08-01 00:17:30,24.36
2025-08-01 00:17:40,24.07
2025-08-01 00:17:50,24.61
2025-08-01 00:18:00,25.73
2025-08-01 00:18:10,24.62
2025-08-01 00:18:20,25.03
2025-08-01 00:18:30,24.16
2025-08-01 00:18:40,24.5
2025-08-01 00:18:50,23.8
2025-08-01 00:19:00,24.65
2025-08-01 00:19:10,24.33
2025-08-01 00:19:20,25.03
2025-08-01 00:19:30,23.81
2025-08-01 00:19:40,23.8
2025-08-01 00:19:50,24.8
2025-08-01 00:20:00,23.12
2025-08-01 00:20:10,24.72
2025-08-01 00:20:20,24.47
2025-08-01 00:20:30,24.27
2025-08-01 00:20:40,22.99
2025-08-01 00:20:50,24.85
2025-08-01 00:21:00,24.73
2025-08-01 00:21:10,24.51
2025-08-01 00:21:20,24.1
2025-08-01 00:21:30,24.77
2025-08-01 00:21:40,24.35
2025-08-01 00:21:50,24.6
2025-08-01 00:22:00,23.67
2025-08-01 00:22:10,24.07
2025-08-01 00:22:20,23.46
2025-08-01 00:22:30,24.7
2025-08-01 00:22:40,24.74
2025-08-01 00:22:50,24.0
2025-08-01 00:23:00,24.49
2025-08-01 00:23:10,24.34
2025-08-01 00:23:20,24.19
2025-08-01 00:23:30,23.66
2025-08-01 00:23:40,25.01
2025-08-01 00:23:50,24.04
2025-08-01 00:24:00,25.23
2025-08-01 00:24:10,24.26
2025-08-01 00:24:20,23.69
2025-08-01 00:24:30,24.35
2025-08-01 00:24:40,24.28
2025-08-01 00:24:50,24.01
2025-08-01 00:25:00,24.74
2025-08-01 00:25:10,24.93
2025-08-01 00:25:20,24.72
2025-08-01 00:25:30,24.48
2025-08-01 00:25:40,24.18
2025-08-01 00:25:50,24.7
2025-08-01 00:26:00,23.73
2025-08-01 00:26:10,24.5
2025-08-01 00:26:20,24.73
2025-08-01 00:26:30,24.22
2025-08-01 00:26:40,24.67
2025-08-01 00:26:50,25.04
2025-08-01 00:27:00,24.43
2025-08-01 00:27:10,23.9
2025-08-01 00:27:20,24.87
2025-08-01 00:27:30,24.78
2025-08-01 00:27:40,24.73
2025-08-01 00:27:50,23.81
2025-08-01 00:28:00,24.97
2025-08-01 00:28:10,24.69
2025-08-01 00:28:20,24.76
2025-08-01 00:28:30,24.22
2025-08-01 00:28:40,24.09
2025-08-01 00:28:50,23.91
2025-08-01 00:29:00,24.63
2025-08-01 00:29:10,24.22
2025-08-01 00:29:20,24.96
2025-08-01 00:29:30,23.83
2025-08-01 00:29:40,23.93
2025-08-01 00:29:50,25.01
2025-08-01 00:30:00,24.08
2025-08-01 00:30:10,25.47
2025-08-01 00:30:20,25.03
2025-08-01 00:30:30,24.78
2025-08-01 00:30:40,24.76
2025-08-01 00:30:50,24.77
2025-08-01 00:31:00,25.2
2025-08-01 00:31:10,23.98
2025-08-01 00:31:20,24.0
2025-08-01 00:31:30,24.26
2025-08-01 00:31:40,23.77
2025-08-01 00:31:50,24.66
2025-08-01 00:32:00,24.49
2025-08-01 00:32:10,24.47
2025-08-01 00:32:20,24.34
2025-08-01 00:32:30,24.34
2025-08-01 00:32:40,24.68
2025-08-01 00:32:50,24.96
2025-08-01 00:33:00,24.37
2025-08-01 00:33:10,25.08
2025-08-01 00:33:20,23.66
2025-08-01 00:33:30,23.94
2025-08-01 00:33:40,24.49
2025-08-01 00:33:50,24.77
2025-08-01 00:34:00,24.46
2025-08-01 00:34:10,24.24
2025-08-01 00:34:20,24.99
2025-08-01 00:34:30,24.72
2025-08-01 00:34:40,24.82
2025-08-01 00:34:50,24.88
2025-08-01 00:35:00,24.85
2025-08-01 00:35:10,23.71
2025-08-01 00:35:20,24.6
2025-08-01 00:35:30,24.22
2025-08-01 00:35:40,25.01
2025-08-01 00:35:50,24.24
2025-08-01 00:36:00,24.14
2025-08-01 00:36:10,23.72
2025-08-01 00:36:20,25.69
2025-08-01 00:36:30,24.93
2025-08-01 00:36:40,24.36
2025-08-01 00:36:50,24.25
2025-08-01 00:37:00,24.45
2025-08-01 00:37:10,24.22
2025-08-01 00:37:20,24.37
2025-08-01 00:37:30,23.55
2025-08-01 00:37:40,24.13
2025-08-01 00:37:50,24.77
2025-08-01 00:38:00,24.96
2025-08-01 00:38:10,24.24
2025-08-01 00:38:20,24.95
2025-08-01 00:38:30,24.48
2025-08-01 00:38:40,23.93
2025-08-01 00:38:50,24.86
2025-08-01 00:39:00,24.93
2025-08-01 00:39:10,25.19
2025-08-01 00:39:20,25.27
2025-08-01 00:39:30,24.62
2025-08-01 00:39:40,24.12
2025-08-01 00:39:50,24.67
2025-08-01 00:40:00,24.31
2025-08-01 00:40:10,24.65
2025-08-01 00:40:20,24.64
2025-08-01 00:40:30,23.52
2025-08-01 00:40:40,25.2
2025-08-01 00:40:50,24.62
2025-08-01 00:41:00,24.3
2025-08-01 00:41:10,24.38
2025-08-01 00:41:20,24.16
2025-08-01 00:41:30,23.83
2025-08-01 00:41:40,25.28
2025-08-01 00:41:50,24.43
2025-08-01 00:42:00,24.46
2025-08-01 00:42:10,24.48
2025-08-01 00:42:20,24.6
2025-08-01 00:42:30,23.74
2025-08-01 00:42:40,23.89
2025-08-01 00:42:50,24.48
2025-08-01 00:43:00,25.94
2025-08-01 00:43:10,24.2
2025-08-01 00:43:20,24.67
2025-08-01 00:43:30,24.48
2025-08-01 00:43:40,24.58
2025-08-01 00:43:50,24.84
2025-08-01 00:44:00,24.53
2025-08-01 00:44:10,24.77
2025-08-01 00:44:20,24.98
2025-08-01 00:44:30,25.0
2025-08-01 00:44:40,24.08
2025-08-01 00:44:50,25.16
2025-08-01 00:45:00,23.71
2025-08-01 00:45:10,24.95
2025-08-01 00:45:20,25.38
2025-08-01 00:45:30,24.77
2025-08-01 00:45:40,24.24
2025-08-01 00:45:50,24.65
2025-08-01 00:46:00,24.85
2025-08-01 00:46:10,24.3
2025-08-01 00:46:20,25.06
2025-08-01 00:46:30,24.45
2025-08-01 00:46:40,24.61
2025-08-01 00:46:50,24.87
2025-08-01 00:47:00,25.82
2025-08-01 00:47:10,24.07
2025-08-01 00:47:20,23.93
2025-08-01 00:47:30,24.67
2025-08-01 00:47:40,24.43
2025-08-01 00:47:50,25.15
2025-08-01 00:48:00,23.92
2025-08-01 00:48:10,24.39
2025-08-01 00:48:20,25.22
2025-08-01 00:48:30,24.7
2025-08-01 00:48:40,25.18
2025-08-01 00:48:50,24.62
2025-08-01 00:49:00,25.19
2025-08-01 00:49:10,23.81
2025-08-01 00:49:20,25.22
2025-08-01 00:49:30,24.95
2025-08-01 00:49:40,23.95
2025-08-01 00:49:50,24.77
2025-08-01 00:50:00,24.61
2025-08-01 00:50:10,24.91
2025-08-01 00:50:20,24.97
2025-08-01 00:50:30,25.38
2025-08-01 00:50:40,25.27
2025-08-01 00:50:50,24.62
2025-08-01 00:51:00,24.75
2025-08-01 00:51:10,23.77
2025-08-01 00:51:20,25.56
2025-08-01 00:51:30,24.68
2025-08-01 00:51:40,24.96
2025-08-01 00:51:50,24.83
2025-08-01 00:52:00,24.91
2025-08-01 00:52:10,25.19
2025-08-01 00:52:20,24.23
2025-08-01 00:52:30,24.86
2025-08-01 00:52:40,25.41
2025-08-01 00:52:50,25.45
2025-08-01 00:53:00,24.83
2025-08-01 00:53:10,24.58
2025-08-01 00:53:20,25.34
2025-08-01 00:53:30,25.65
2025-08-01 00:53:40,25.25
2025-08-01 00:53:50,25.39
2025-08-01 00:54:00,25.65
2025-08-01 00:54:10,24.92
2025-08-01 00:54:20,24.83
2025-08-01 00:54:30,24.62
2025-08-01 00:54:40,24.44
2025-08-01 00:54:50,24.97
2025-08-01 00:55:00,23.43
2025-08-01 00:55:10,24.65
2025-08-01 00:55:20,23.96
2025-08-01 00:55:30,25.02
2025-08-01 00:55:40,25.2
2025-08-01 00:55:50,25.11
2025-08-01 00:56:00,24.69
2025-08-01 00:56:10,24.79
2025-08-01 00:56:20,24.93
2025-08-01 00:56:30,25.13
2025-08-01 00:56:40,24.93
2025-08-01 00:56:50,25.12
2025-08-01 00:57:00,25.63
2025-08-01 00:57:10,25.57
2025-08-01 00:57:20,25.77
2025-08-01 00:57:30,24.84
2025-08-01 00:57:40,24.33
2025-08-01 00:57:50,25.42
2025-08-01 00:58:00,25.04
2025-08-01 00:58:10,25.39
2025-08-01 00:58:20,25.07
2025-08-01 00:58:30,24.32
2025-08-01 00:58:40,25.58
2025-08-01 00:58:50,24.74
2025-08-01 00:59:00,24.29
2025-08-01 00:59:10,25.71
2025-08-01 00:59:20,25.07
2025-08-01 00:59:30,24.41
2025-08-01 00:59:40,25.36
2025-08-01 00:59:50,25.54
2025-08-01 01:00:00,24.92
2025-08-01 01:00:10,25.2
2025-08-01 01:00:20,24.11
2025-08-01 01:00:30,25.36
2025-08-01 01:00:40,24.97
2025-08-01 01:00:50,25.26
2025-08-01 01:01:00,25.57
2025-08-01 01:01:10,25.4
2025-08-01 01:01:20,25.0
2025-08-01 01:01:30,25.09
2025-08-01 01:01:40,25.5
2025-08-01 01:01:50,25.14
2025-08-01 01:02:00,24.93
2025-08-01 01:02:10,24.46
2025-08-01 01:02:20,25.08
2025-08-01 01:02:30,25.2
2025-08-01 01:02:40,25.16
2025-08-01 01:02:50,24.68
2025-08-01 01:03:00,25.04
2025-08-01 01:03:10,24.92
2025-08-01 01:03:20,24.95
2025-08-01 01:03:30,24.61
2025-08-01 01:03:40,25.18
2025-08-01 01:03:50,25.18
2025-08-01 01:04:00,25.67
2025-08-01 01:04:10,25.47
2025-08-01 01:04:20,24.43
2025-08-01 01:04:30,24.92
2025-08-01 01:04:40,25.28
2025-08-01 01:04:50,25.56
2025-08-01 01:05:00,25.23
2025-08-01 01:05:10,24.05
2025-08-01 01:05:20,24.81
2025-08-01 01:05:30,24.86
2025-08-01 01:05:40,25.39
2025-08-01 01:05:50,25.8
2025-08-01 01:06:00,25.55
2025-08-01 01:06:10,25.03
2025-08-01 01:06:20,25.61
2025-08-01 01:06:30,25.39
2025-08-01 01:06:40,25.32
2025-08-01 01:06:50,25.57
2025-08-01 01:07:00,24.84
2025-08-01 01:07:10,25.36
2025-08-01 01:07:20,25.58
2025-08-01 01:07:30,25.04
2025-08-01 01:07:40,24.77
2025-08-01 01:07:50,25.52
2025-08-01 01:08:00,25.2
2025-08-01 01:08:10,24.77
2025-08-01 01:08:20,25.02
2025-08-01 01:08:30,25.14
2025-08-01 01:08:40,24.95
2025-08-01 01:08:50,25.4
2025-08-01 01:09:00,26.0
2025-08-01 01:09:10,25.83
2025-08-01 01:09:20,26.01
2025-08-01 01:09:30,25.69
2025-08-01 01:09:40,26.57
2025-08-01 01:09:50,24.67
2025-08-01 01:10:00,25.74
2025-08-01 01:10:10,25.15
2025-08-01 01:10:20,25.29
2025-08-01 01:10:30,25.47
2025-08-01 01:10:40,24.69
2025-08-01 01:10:50,25.48
2025-08-01 01:11:00,24.96
2025-08-01 01:11:10,25.08
2025-08-01 01:11:20,24.5
2025-08-01 01:11:30,24.84
2025-08-01 01:11:40,25.77
2025-08-01 01:11:50,25.23
2025-08-01 01:12:00,25.89
2025-08-01 01:12:10,25.32
2025-08-01 01:12:20,24.57
2025-08-01 01:12:30,25.43
2025-08-01 01:12:40,25.75
2025-08-01 01:12:50,25.68
2025-08-01 01:13:00,24.15
2025-08-01 01:13:10,25.15
2025-08-01 01:13:20,25.74
2025-08-01 01:13:30,25.34
2025-08-01 01:13:40,25.03
2025-08-01 01:13:50,25.25
2025-08-01 01:14:00,25.62
2025-08-01 01:14:10,25.42
2025-08-01 01:14:20,25.17
2025-08-01 01:14:30,25.39
2025-08-01 01:14:40,25.46
2025-08-01 01:14:50,25.89
2025-08-01 01:15:00,24.89
2025-08-01 01:15:10,25.45
2025-08-01 01:15:20,24.88
2025-08-01 01:15:30,24.61
2025-08-01 01:15:40,24.98
2025-08-01 01:15:50,25.12
2025-08-01 01:16:00,24.59
2025-08-01 01:16:10,25.82
2025-08-01 01:16:20,24.81
2025-08-01 01:16:30,24.48
2025-08-01 01:16:40,25.6
2025-08-01 01:16:50,25.5
2025-08-01 01:17:00,25.01
2025-08-01 01:17:10,25.5
2025-08-01 01:17:20,24.67
2025-08-01 01:17:30,25.45
2025-08-01 01:17:40,24.96
2025-08-01 01:17:50,25.33
2025-08-01 01:18:00,26.51
2025-08-01 01:18:10,25.49
2025-08-01 01:18:20,25.86
2025-08-01 01:18:30,25.81
2025-08-01 01:18:40,25.64
2025-08-01 01:18:50,25.81
2025-08-01 01:19:00,25.46
2025-08-01 01:19:10,25.91
2025-08-01 01:19:20,25.49
2025-08-01 01:19:30,25.19
2025-08-01 01:19:40,25.23
2025-08-01 01:19:50,25.87
2025-08-01 01:20:00,25.0
2025-08-01 01:20:10,25.39
2025-08-01 01:20:20,25.33
2025-08-01 01:20:30,24.96
2025-08-01 01:20:40,25.22
2025-08-01 01:20:50,25.36
2025-08-01 01:21:00,25.6
2025-08-01 01:21:10,25.37
2025-08-01 01:21:20,25.84
2025-08-01 01:21:30,25.16
2025-08-01 01:21:40,25.7
2025-08-01 01:21:50,25.06
2025-08-01 01:22:00,25.53
2025-08-01 01:22:10,25.71
2025-08-01 01:22:20,24.67
2025-08-01 01:22:30,24.98
2025-08-01 01:22:40,24.64
2025-08-01 01:22:50,24.91
2025-08-01 01:23:00,25.46
2025-08-01 01:23:10,26.03
2025-08-01 01:23:20,24.91
2025-08-01 01:23:30,25.84
2025-08-01 01:23:40,25.24
2025-08-01 01:23:50,25.39
2025-08-01 01:24:00,25.07
2025-08-01 01:24:10,25.66
2025-08-01 01:24:20,26.31
2025-08-01 01:24:30,25.25
2025-08-01 01:24:40,25.45
2025-08-01 01:24:50,25.86
2025-08-01 01:25:00,26.45
2025-08-01 01:25:10,25.02
2025-08-01 01:25:20,24.71
2025-08-01 01:25:30,25.41
2025-08-01 01:25:40,25.96
2025-08-01 01:25:50,25.68
2025-08-01 01:26:00,25.72
2025-08-01 01:26:10,25.16
2025-08-01 01:26:20,25.38
2025-08-01 01:26:30,25.71
2025-08-01 01:26:40,25.96
2025-08-01 01:26:50,25.38
2025-08-01 01:27:00,25.25
2025-08-01 01:27:10,25.9
2025-08-01 01:27:20,25.01
2025-08-01 01:27:30,25.99
2025-08-01 01:27:40,25.69
2025-08-01 01:27:50,25.94
2025-08-01 01:28:00,25.98
2025-08-01 01:28:10,26.26
2025-08-01 01:28:20,25.3
2025-08-01 01:28:30,25.58
2025-08-01 01:28:40,25.2
2025-08-01 01:28:50,25.17
2025-08-01 01:29:00,26.21
2025-08-01 01:29:10,25.97
2025-08-01 01:29:20,24.51
2025-08-01 01:29:30,24.78
2025-08-01 01:29:40,25.21
2025-08-01 01:29:50,26.1
2025-08-01 01:30:00,24.63
2025-08-01 01:30:10,25.01
2025-08-01 01:30:20,25.2
2025-08-01 01:30:30,25.9
2025-08-01 01:30:40,25.12
2025-08-01 01:30:50,25.22
2025-08-01 01:31:00,25.26
2025-08-01 01:31:10,25.28
2025-08-01 01:31:20,24.68
2025-08-01 01:31:30,25.91
2025-08-01 01:31:40,25.69
2025-08-01 01:31:50,24.79
2025-08-01 01:32:00,26.17
2025-08-01 01:32:10,25.54
2025-08-01 01:32:20,25.16
2025-08-01 01:32:30,26.08
2025-08-01 01:32:40,26.09
2025-08-01 01:32:50,25.42
2025-08-01 01:33:00,25.41
2025-08-01 01:33:10,26.14
2025-08-01 01:33:20,25.94
2025-08-01 01:33:30,24.78
2025-08-01 01:33:40,26.39
2025-08-01 01:33:50,25.14
2025-08-01 01:34:00,26.23
2025-08-01 01:34:10,25.41
2025-08-01 01:34:20,25.64
2025-08-01 01:34:30,25.83
2025-08-01 01:34:40,26.5
2025-08-01 01:34:50,25.42
2025-08-01 01:35:00,25.79
2025-08-01 01:35:10,25.28
2025-08-01 01:35:20,25.09
2025-08-01 01:35:30,25.43
2025-08-01 01:35:40,25.29
2025-08-01 01:35:50,25.7
2025-08-01 01:36:00,26.03
2025-08-01 01:36:10,26.06
2025-08-01 01:36:20,25.81
2025-08-01 01:36:30,24.52
2025-08-01 01:36:40,25.38
2025-08-01 01:36:50,25.52
2025-08-01 01:37:00,25.26
2025-08-01 01:37:10,25.43
2025-08-01 01:37:20,25.15
2025-08-01 01:37:30,25.57
2025-08-01 01:37:40,26.13
2025-08-01 01:37:50,25.54
2025-08-01 01:38:00,26.05
2025-08-01 01:38:10,25.02
2025-08-01 01:38:20,26.1
2025-08-01 01:38:30,25.62
2025-08-01 01:38:40,24.54
2025-08-01 01:38:50,25.06
2025-08-01 01:39:00,24.44
2025-08-01 01:39:10,26.73
2025-08-01 01:39:20,26.39
2025-08-01 01:39:30,24.53
2025-08-01 01:39:40,26.62
2025-08-01 01:39:50,26.36
2025-08-01 01:40:00,25.37
2025-08-01 01:40:10,26.59
2025-08-01 01:40:20,25.21
2025-08-01 01:40:30,25.86
2025-08-01 01:40:40,25.64
2025-08-01 01:40:50,25.21
2025-08-01 01:41:00,25.4
2025-08-01 01:41:10,26.48
2025-08-01 01:41:20,26.67
2025-08-01 01:41:30,25.68
2025-08-01 01:41:40,24.76
2025-08-01 01:41:50,25.75
2025-08-01 01:42:00,24.8
2025-08-01 01:42:10,25.11
2025-08-01 01:42:20,25.76
2025-08-01 01:42:30,25.99
2025-08-01 01:42:40,25.65
2025-08-01 01:42:50,25.6
2025-08-01 01:43:00,25.85
2025-08-01 01:43:10,25.98
2025-08-01 01:43:20,26.43
2025-08-01 01:43:30,24.91
2025-08-01 01:43:40,25.07
2025-08-01 01:43:50,25.74
2025-08-01 01:44:00,25.44
2025-08-01 01:44:10,26.89
2025-08-01 01:44:20,26.14
2025-08-01 01:44:30,26.09
2025-08-01 01:44:40,25.88
2025-08-01 01:44:50,25.77
2025-08-01 01:45:00,26.55
2025-08-01 01:45:10,25.42
2025-08-01 01:45:20,25.49
2025-08-01 01:45:30,26.25
2025-08-01 01:45:40,25.56
2025-08-01 01:45:50,26.3
2025-08-01 01:46:00,26.81
2025-08-01 01:46:10,27.38
2025-08-01 01:46:20,26.06
2025-08-01 01:46:30,26.12
2025-08-01 01:46:40,24.64
2025-08-01 01:46:50,26.15
2025-08-01 01:47:00,26.13
2025-08-01 01:47:10,25.89
2025-08-01 01:47:20,26.2
2025-08-01 01:47:30,25.1
2025-08-01 01:47:40,25.39
2025-08-01 01:47:50,25.49
2025-08-01 01:48:00,25.64
2025-08-01 01:48:10,25.42
2025-08-01 01:48:20,26.62
2025-08-01 01:48:30,26.6
2025-08-01 01:48:40,25.73
2025-08-01 01:48:50,25.94
2025-08-01 01:49:00,25.21
2025-08-01 01:49:10,25.59
2025-08-01 01:49:20,25.63
2025-08-01 01:49:30,25.86
2025-08-01 01:49:40,26.41
2025-08-01 01:49:50,26.47
2025-08-01 01:50:00,25.07
2025-08-01 01:50:10,25.7
2025-08-01 01:50:20,25.49
2025-08-01 01:50:30,25.26
2025-08-01 01:50:40,25.97
2025-08-01 01:50:50,25.24
2025-08-01 01:51:00,26.27
2025-08-01 01:51:10,26.86
2025-08-01 01:51:20,25.86
2025-08-01 01:51:30,25.3
2025-08-01 01:51:40,26.2
2025-08-01 01:51:50,26.64
2025-08-01 01:52:00,25.44
2025-08-01 01:52:10,26.17
2025-08-01 01:52:20,25.63
2025-08-01 01:52:30,26.17
2025-08-01 01:52:40,26.06
2025-08-01 01:52:50,25.06
2025-08-01 01:53:00,26.55
2025-08-01 01:53:10,25.53
2025-08-01 01:53:20,25.9
2025-08-01 01:53:30,25.8
2025-08-01 01:53:40,26.38
2025-08-01 01:53:50,26.18
2025-08-01 01:54:00,26.15
2025-08-01 01:54:10,26.46
2025-08-01 01:54:20,26.04
2025-08-01 01:54:30,25.31
2025-08-01 01:54:40,25.65
2025-08-01 01:54:50,25.9
2025-08-01 01:55:00,26.97
2025-08-01 01:55:10,26.41
2025-08-01 01:55:20,25.71
2025-08-01 01:55:30,25.55
2025-08-01 01:55:40,26.38
2025-08-01 01:55:50,25.45
2025-08-01 01:56:00,26.05
2025-08-01 01:56:10,25.13
2025-08-01 01:56:20,25.85
2025-08-01 01:56:30,25.7
2025-08-01 01:56:40,26.51
2025-08-01 01:56:50,26.21
2025-08-01 01:57:00,26.18
2025-08-01 01:57:10,25.54
2025-08-01 01:57:20,26.61
2025-08-01 01:57:30,26.46
2025-08-01 01:57:40,25.67
2025-08-01 01:57:50,26.21
2025-08-01 01:58:00,26.82
2025-08-01 01:58:10,26.19
2025-08-01 01:58:20,25.83
2025-08-01 01:58:30,26.38
2025-08-01 01:58:40,25.82
2025-08-01 01:58:50,26.03
2025-08-01 01:59:00,27.19
2025-08-01 01:59:10,26.33
2025-08-01 01:59:20,25.66
2025-08-01 01:59:30,26.06
2025-08-01 01:59:40,26.74
2025-08-01 01:59:50,26.02
2025-08-01 02:00:00,26.95
2025-08-01 02:00:10,25.6
2025-08-01 02:00:20,25.9
2025-08-01 02:00:30,26.49
2025-08-01 02:00:40,25.78
2025-08-01 02:00:50,27.02
2025-08-01 02:01:00,26.31
2025-08-01 02:01:10,25.59
2025-08-01 02:01:20,25.99
2025-08-01 02:01:30,26.38
2025-08-01 02:01:40,25.53
2025-08-01 02:01:50,26.86
2025-08-01 02:02:00,25.95
2025-08-01 02:02:10,25.81
2025-08-01 02:02:20,26.11
2025-08-01 02:02:30,25.5
2025-08-01 02:02:40,26.17
2025-08-01 02:02:50,26.33
2025-08-01 02:03:00,25.72
2025-08-01 02:03:10,26.08
2025-08-01 02:03:20,26.13
2025-08-01 02:03:30,26.01
2025-08-01 02:03:40,25.8
2025-08-01 02:03:50,26.83
2025-08-01 02:04:00,25.95
2025-08-01 02:04:10,25.93
2025-08-01 02:04:20,25.69
2025-08-01 02:04:30,25.98
2025-08-01 02:04:40,25.34
2025-08-01 02:04:50,25.79
2025-08-01 02:05:00,26.6
2025-08-01 02:05:10,25.26
2025-08-01 02:05:20,26.13
2025-08-01 02:05:30,25.12
2025-08-01 02:05:40,27.08
2025-08-01 02:05:50,27.62
2025-08-01 02:06:00,25.68
2025-08-01 02:06:10,26.91
2025-08-01 02:06:20,25.96
2025-08-01 02:06:30,26.35
2025-08-01 02:06:40,25.46
2025-08-01 02:06:50,26.04
2025-08-01 02:07:00,25.71
2025-08-01 02:07:10,25.47
2025-08-01 02:07:20,26.03
2025-08-01 02:07:30,27.1
2025-08-01 02:07:40,25.32
2025-08-01 02:07:50,25.35
2025-08-01 02:08:00,26.63
2025-08-01 02:08:10,25.75
2025-08-01 02:08:20,25.67
2025-08-01 02:08:30,26.53
2025-08-01 02:08:40,25.93
2025-08-01 02:08:50,25.5
2025-08-01 02:09:00,26.8
2025-08-01 02:09:10,24.43
2025-08-01 02:09:20,26.73
2025-08-01 02:09:30,25.39
2025-08-01 02:09:40,25.93
2025-08-01 02:09:50,26.96
2025-08-01 02:10:00,26.18
2025-08-01 02:10:10,25.6
2025-08-01 02:10:20,26.52
2025-08-01 02:10:30,26.43
2025-08-01 02:10:40,26.28
2025-08-01 02:10:50,26.3
2025-08-01 02:11:00,25.95
2025-08-01 02:11:10,25.47
2025-08-01 02:11:20,26.51
2025-08-01 02:11:30,26.05
2025-08-01 02:11:40,26.12
2025-08-01 02:11:50,26.32
2025-08-01 02:12:00,25.16
2025-08-01 02:12:10,26.44
2025-08-01 02:12:20,26.04
2025-08-01 02:12:30,25.75
2025-08-01 02:12:40,26.63
2025-08-01 02:12:50,26.18
2025-08-01 02:13:00,25.87
2025-08-01 02:13:10,25.67
2025-08-01 02:13:20,26.0
2025-08-01 02:13:30,26.06
2025-08-01 02:13:40,26.27
2025-08-01 02:13:50,26.47
2025-08-01 02:14:00,26.42
2025-08-01 02:14:10,26.56
2025-08-01 02:14:20,26.5
2025-08-01 02:14:30,25.1
2025-08-01 02:14:40,26.54
2025-08-01 02:14:50,26.77
2025-08-01 02:15:00,25.24
2025-08-01 02:15:10,26.96
2025-08-01 02:15:20,25.82
2025-08-01 02:15:30,26.77
2025-08-01 02:15:40,26.28
2025-08-01 02:15:50,25.88
2025-08-01 02:16:00,26.14
2025-08-01 02:16:10,27.04
2025-08-01 02:16:20,25.99
2025-08-01 02:16:30,25.95
2025-08-01 02:16:40,26.15
2025-08-01 02:16:50,26.4
